county_fips,county_name,exposure_2017,exposure_2023,exposure_change_abs,exposure_change_pct
04009,"Graham County, Arizona",6089911.980891492,114926744.96376897,108836832.98287748,17.871659446701074
37155,"Robeson County, North Carolina",227035060.84896353,335542812.38155013,108507751.5325866,0.47793389764047084
42069,"Lackawanna County, Pennsylvania",220153269.68021697,328547494.0612632,108394224.38104624,0.49235800376026195
04007,"Gila County, Arizona",39012456.367093556,147204330.97711813,108191874.61002457,2.7732648667896456
39085,"Lake County, Ohio",503191059.85549307,611059294.2301937,107868234.37470067,0.2143683443137451
55117,"Sheboygan County, Wisconsin",450624890.0190133,557929838.1899171,107304948.1709038,0.23812476973115326
39173,"Wood County, Ohio",331249571.33669627,437092136.6800204,105842565.34332412,0.3195251390551724
01101,"Montgomery County, Alabama",341303836.14469355,446940308.1298905,105636471.98519695,0.3095085984923212
34035,"Somerset County, New Jersey",373345671.0936153,478929353.54988056,105583682.45626527,0.2828040891621601
42057,"Fulton County, Pennsylvania",0,104677265.43534292,104677265.43534292,NA
48003,"Andrews County, Texas",41847835.46336977,146452172.74279204,104604337.27942227,2.499635551544464
51027,"Buchanan County, Virginia",40307417.598434485,144370344.16473815,104062926.56630367,2.5817314223163086
48041,"Brazos County, Texas",159242061.78890938,262903821.95237482,103661760.16346544,0.6509697186719363
39045,"Fairfield County, Ohio",99686134.3686449,203174057.37538213,103487923.00673723,1.0381375871596457
06113,"Yolo County, California",204634962.92243662,308004101.68513715,103369138.76270053,0.5051391868059264
48141,"El Paso County, Texas",413051598.595649,516345202.69253564,103293604.09688663,0.2500743356231492
32033,"White Pine County, Nevada",0,102369220.25303116,102369220.25303116,NA
32031,"Washoe County, Nevada",451797077.5121225,554132082.8543706,102335005.34224808,0.22650656774003203
37067,"Forsyth County, North Carolina",428706513.23889035,530828850.51147735,102122337.272587,0.23821037030916495
41005,"Clackamas County, Oregon",531143091.2748098,632684807.7123103,101541716.43750054,0.19117582080148635
37159,"Rowan County, North Carolina",230458656.8300583,331968830.1576271,101510173.3275688,0.44047021155045196
06083,"Santa Barbara County, California",505110731.1817658,606371884.9016291,101261153.7198633,0.20047317839189627
37035,"Catawba County, North Carolina",602720122.2352414,703875956.2724342,101155834.03719282,0.16783218330598848
